"Repayment";389613;13317;2,81;5,28;0,631474384
"Repayment";33718;85793;1,99;3,01;0,989039168
"Repayment";245117;83607;2,32;3,93;0,251780068
"Savings";268747;13026;2,57;4,75;0,7674148
"Repayment";410232;393;2,88;5,6;0,874807309
"Savings";280848;6901;2,08;3,44;1,467790481
"Repayment";187378;78920;1,77;2,64;0,848568694
"Investment";37111;8563;1,64;2,33;1,013590975
"Repayment";898;13317;1,36;1,73;0,596494866
"Investment";12986;8563;1,63;2,31;1,8752263
"Repayment";100;13317;2,212577328;3,245758543;0,412860168
"Investment";627;14184;1,28;1,55;1,520645096
"Repayment";593;13699;0,96;1,17;0,24163523
"Savings";3254;83247;1,51;2,01;1,069925437
"Investment";16885;2456;1,61;2,19;1,394227083
"Savings";5458;78149;1,37;1,74;0,228832698
"Savings";238;83445;1,09;1,33;0,79731261
"Repayment";3876;81224;1,52;1,96;1,028920704
"Repayment";3295;627;1,49;2,01;1,02015311
"Savings";16508;78410;1,3;1,64;1,70458538
"Repayment";1431;14213;1,24;1,53;1,008314733
"Savings";6466;78149;1,31;1,64;1,240861751
"Savings";3482;80600;1,51;1,96;0,736170831
"Repayment";78727;81166;1,72;2,48;0,413073165
"Repayment";204403;82122;1,96;3,13;0,81509236
"Savings";322510;77014;2,18;3,54;1,498292936
"Savings";195163;2456;2,43;4,18;1,117043044
"Savings";233971;75019;2,3;4,02;0,547152443
"Repayment";214794;76730;1,99;3,18;0,414904795
"Repayment";233975;13699;2,3;4,02;0,754883974
"Repayment";77446;78441;2,76;4,81;0,983975758
"Repayment";351158;83919;2,37;4,11;0,60075138
"Repayment";257228;13641;2,86;5,27;1,070688527
"Savings";297770;14213;1,93;3,03;1,741713912
"Repayment";52507;3659;2,66;4,54;0,815799315
"Savings";62923;82642;1,76;2,58;1,234357826
"Repayment";195179;75237;2,43;4,18;1,346007787
"Repayment";346720;6901;2,36;4,02;0,808010018
"Investment";197669;2572;2,24;3,73;1,041845899
"Investment";28561;75464;1,53;2,08;0,635875088
"Investment";17546;9268;1,91;2,92;0,981783055
"Savings";14392;82122;1,45;1,85;0,623570559
"Savings";322511;75464;2,18;3,54;0,843546609
"Savings";351167;14522;2,37;4,11;0,967131986
"Repayment";346769;78935;2,36;4,02;1,017329645
"Repayment";214819;82122;1,99;3,18;0,500773102
"Repayment";27844;76831;1,56;2,09;1,156349989
"Repayment";351203;12622;2,37;4,11;1,26905756
"Repayment";62939;83607;1,76;2,58;0,796170572
"Repayment";52508;76872;2,67;4,54;0,435040032
"Savings";346770;387;2,36;4,02;0,992218283
"Savings";181202;9290;1,85;2,82;0,973226706
"Savings";17595;10845;1,91;2,92;1,80319547
"Repayment";195279;79371;2,43;4,18;1,341255821
"Repayment";257264;7399;2,86;5,27;0,203572722
"Repayment";346806;13317;2,36;4,02;0,876077277
"Savings";322536;75464;2,18;3,54;1,027025032
"Repayment";181211;76831;1,85;2,82;0,884544777
"Savings";351204;76831;2,37;4,11;0,793026151
"Savings";28565;13996;1,53;2,08;0,841773993
"Investment";95987;83746;2,76;4,85;1,366440341
"Investment";39891;86027;1,58;2,18;0,80674763
"Repayment";195283;77826;2,43;4,18;1,4237889
"Repayment";204452;9836;1,96;3,13;0,796845555
"Repayment";234056;81629;2,3;4,02;0,472646726
"Savings";52572;12602;2,67;4,54;0,755086526
"Savings";19439;12602;1,51;1,99;0,78210645
"Savings";346906;79966;2,36;4,02;0,946222891
"Investment";77975;80455;1,62;2,35;1,405395319
"Repayment";204477;9836;1,96;3,13;0,69812155
"Repayment";62964;13641;1,76;2,58;1,169132487
"Repayment";351253;76831;2,37;4,11;0,822948399
"Savings";193764;80421;2,07;3,27;0,578772549
"Repayment";291201;1721;3,28;6,02;0,856601158
"Repayment";257280;13641;2,86;5,27;0,939675875
"Savings";21645;82384;1,49;1,94;1,41788991
"Repayment";78736;14031;1,72;2,48;0,731900384
"Repayment";52636;11699;2,67;4,55;0,380208278
"Repayment";98329;14332;2,13;3,58;0,819784307
"Repayment";28646;76831;1,53;2,08;1,053315384
"Repayment";14408;80198;1,45;1,85;0,491022798
"Savings";6734;81358;1,47;1,91;1,093163338
"Repayment";247;9290;1,14;1,34;1,094101404
"Savings";256776;14234;2,71;4,94;1,204286866
"Repayment";85590;14522;1,81;2,82;0,69167971
"Repayment";245375;14694;2,57;4,64;1,06393479
"Savings";50250;83554;2,18;3,69;0,905764995
"Repayment";117591;76831;1,72;2,45;0,432597216
"Repayment";93235;14694;2,23;3,79;0,194804923
"Repayment";389713;13996;2,81;5,28;0,960960708
"Savings";283899;78149;1,97;3;1,35396241
"Repayment";324492;75464;3,66;7,48;0,914990649
"Savings";85591;76957;1,81;2,79;1,055395684
"Investment";302536;13699;2,45;4,31;0,90427079
"Savings";269525;78252;3,26;6,46;0,955766874
"Repayment";261426;14234;2,43;4,17;0,839831304
"Repayment";346108;11699;2,37;4,07;1,335324923
"Repayment";92406;85131;2,07;3,42;1,225021679
"Investment";256785;82379;2,71;4,94;1,395688267
"Savings";182148;84416;2,16;3,49;0,755490272
"Repayment";324496;78920;3,66;7,48;0,987224924
"Investment";302537;8563;2,45;4,31;1,25449647
"Savings";346133;3793;2,37;4,07;1,114665732
"Savings";261475;13317;2,43;4,17;1,575036734
"Investment";283999;3793;1,97;3;1,10220441
"Repayment";231972;1078;2,46;4,12;1,079374141
"Repayment";389882;13317;2,81;5,28;0,601104636
"Savings";15113;84857;1,6;2,19;1,26711717
"Repayment";324500;13689;3,66;7,48;0,600936022
"Investment";302539;12421;2,45;4,31;0,92802466
"Investment";269541;627;3,26;6,46;1,070126803
"Repayment";324600;79202;3,66;7,48;1,073296953
"Savings";1716;83442;1,28;1,56;1,62820749
"Repayment";346250;78252;2,37;4,07;0,99901215
"Savings";17439;77014;1,59;2,13;1,08316489
"Savings";256866;11255;2,71;4,94;0,88292689
"Savings";245688;78252;2,57;4,64;0,478015468
"Repayment";86505;10845;2,06;3,38;0,936504629
"Savings";240816;627;3,08;5,88;1,190348778
"Repayment";245362;12421;2,32;3,93;0,644602691
"Repayment";52599;13317;1,66;2,37;0,500022806
"Savings";413885;2496;2,69;4,78;0,820538302
"Savings";80308;82231;1,77;2,65;1,29783187
"Repayment";83555;83568;1,7;2,39;0,293548385
"Repayment";12872;12519;1,54;2,05;0,854955303
"Savings";29969;78053;2,77;4,71;0,834360003
"Investment";30389;78053;1,62;2,31;1,744748164
"Repayment";4452;78149;1,46;1,85;0,95134443
"Savings";199498;2747;1,89;2,92;1,527463508
"Repayment";33754;12780;1,99;3,01;0,438931339
"Repayment";536218;76973;2,81;5,29;0,485340727
"Repayment";29254;82642;2,52;4,18;1,331292158
"Repayment";341090;2747;2,27;3,94;0,65302272
"Repayment";410401;9290;2,88;5,6;1,177170467
"Investment";390124;78252;2,51;4,37;0,908696599
"Repayment";1081;13317;1,37;1,71;0,784999101
"Investment";199619;2747;1,89;2,93;1,755526824
"Repayment";165647;81149;1,73;2,54;0,578534556
"Investment";37112;11255;1,63;2,33;1,359109988
"Repayment";4201;8417;1,38;1,8;1,046865275
"Savings";30425;84882;1,62;2,31;1,058678966
"Repayment";154703;3793;2,32;3,81;1,116695737
"Investment";128817;1721;1,88;2,98;0,997885591
"Savings";26206;13689;2,53;4,15;1,63422954
"Repayment";80317;82384;1,77;2,65;0,575942402
"Repayment";536299;9836;2,81;5,29;0,656537332
"Repayment";52699;83241;1,66;2,37;0,973151748
"Repayment";128821;81149;1,88;2,98;1,302773785
"Repayment";154739;79202;2,32;3,81;0,342480586
"Repayment";410402;8563;2,88;5,6;1,416345895
"Repayment";20988;85131;1,46;1,95;0,634782152
"Savings";165728;81582;1,73;2,54;0,500672664
"Savings";71340;84020;2,05;3,45;0,600447348
"Savings";390245;3659;2,51;4,37;1,502657287
"Savings";413886;1721;2,69;4,78;0,648304674
"Repayment";4226;83241;1,38;1,81;0,686845683
"Repayment";33803;6901;2;3,01;0,148237894
"Savings";30441;2456;1,62;2,31;1,714087191
"Savings";26306;3793;2,53;4,15;1,574351095
"Investment";128822;387;1,88;2,98;1,719406167
"Repayment";1503;85921;1,17;1,42;1,002380661
"Savings";37121;81425;1,63;2,33;1,379774108
"Savings";80353;83442;1,77;2,65;0,924991973
"Savings";410427;12780;2,88;5,6;0,751631714
"Savings";187382;11184;1,77;2,64;1,30674111
"Repayment";52843;83241;1,66;2,37;0,260908723
"Savings";282572;7818;2,08;3,42;1,040733412
"Savings";425390;78252;2,94;5,59;0,757499969
"Savings";187482;82768;1,77;2,64;0,751028511
"Repayment";52907;79115;1,66;2,37;0,155693117
"Repayment";128838;81149;1,88;2,98;1,294382585
"Repayment";113442;78223;1,75;2,51;0,73846591
"Investment";30457;82384;1,62;2,31;1,05128705
"Savings";17753;83607;1,45;1,93;0,941987133
"Savings";390345;393;2,51;4,37;1,504277964
"Investment";37157;8563;1,63;2,33;0,986176555
"Repayment";410431;80125;2,88;5,6;1,014277833
"Repayment";341154;82768;2,27;3,94;0,568910342
"Investment";360382;78;3;5,85;1,524040226
"Repayment";7626;85811;1,7;2,39;0,849139942
"Savings";33884;78;2;3,01;0,215713875
"Savings";425559;84416;2,94;5,59;0,970157244
"Savings";159645;14522;1,96;3,01;1,01047092
"Savings";199683;3659;1,89;2,93;1,243012253
"Repayment";53007;13689;1,66;2,37;0,096206867
"Savings";360526;2456;3;5,85;1,005288305
"Savings";80402;82384;1,77;2,65;0,519552263
"Savings";390346;1078;2,51;4,37;0,883764895
"Repayment";59562;13970;2,19;3,45;1,490724543
"Repayment";174029;80153;2,3;3,94;0,884706863
"Savings";37339;82608;2,09;3,36;0,739162019
"Savings";110387;13164;2,25;3,83;0,541280897
"Repayment";9304;12612;1,81;2,57;0,414429681
"Repayment";295632;14507;2,06;3,45;1,232101454
"Investment";168616;169;2,43;4,23;1,059431897
"Investment";21886;14507;1,59;2,14;1,050119529
"Investment";27754;8423;1,66;2,31;1,686783642
"Repayment";930;78605;1,44;1,78;1,074599889
"Investment";31456;78932;2,26;3,69;1,801471521
"Savings";59626;81266;2,19;3,45;1,155788948
"Savings";233462;80502;2,24;3,62;1,617312866
"Repayment";101027;80502;2,31;3,9;0,464037719
"Repayment";295641;9482;2,06;3,45;1,382126686
"Repayment";293141;12290;2,28;3,86;1,048873624
"Investment";233478;80502;2,24;3,62;1,085704789
"Repayment";47146;4724;2,04;3,12;0,25570707
"Savings";295650;75880;2,06;3,45;0,689735091
"Repayment";46391;78173;2,6;4,45;0,547601149
"Repayment";43704;81208;1,78;2,58;1,158879414
"Repayment";168617;76635;2,43;4,23;1,187882053
"Repayment";5293;12612;2,05;3,04;0,379265838
"Repayment";293145;76669;2,28;3,86;1,119599379
"Investment";233479;80502;2,24;3,62;1,318596259
"Savings";21895;14507;1,59;2,15;1,418176785
"Savings";99000;85218;2,15;3,51;1,181184374
"Savings";13231;79578;1,58;2,09;1,464232035
"Savings";39358;7903;1,52;1,99;1,49096372
"Savings";305151;1511;2,56;4,63;1,100689492
"Repayment";178791;8550;1,81;2,69;1,41571322
"Repayment";293181;12290;2,28;3,87;0,442223137
"Repayment";139633;80135;2,3;3,81;0,911771711
"Savings";413935;81290;2,69;4,78;1,336196499
"Repayment";77471;75464;2,76;4,81;0,876636519
"Repayment";379020;79884;2,28;3,94;0,305736718
"Repayment";100;14659;2,471033662;3,887369683;0,518298205
"Repayment";19329;9836;1,76;2,49;0,989457008
"Investment";154529;83476;1,88;2,89;1,616958506
"Repayment";291301;80385;3,28;6,02;0,906315884
"Repayment";322537;75464;2,18;3,54;1,129730932
"Repayment";257289;13641;2,86;5,27;0,579026135
"Savings";280873;82642;2,08;3,44;0,735930247
"Savings";346955;78224;2,36;4,02;1,099838888
"Repayment";245697;78252;2,57;4,64;0,262190531
"Repayment";195319;81679;2,43;4,18;0,768325848
"Savings";98345;76973;2,13;3,59;1,707441049
"Savings";124384;78223;1,87;2,9;1,388761794
"Repayment";77552;14213;2,76;4,81;1,562993528
"Repayment";379036;2572;2,28;3,94;0,320867113
"Savings";257353;13641;2,86;5,27;0,206446257
"Repayment";425584;78223;2,94;5,59;0,753611194
"Savings";21766;842;1,5;1,94;0,621259301
"Repayment";77553;79966;2,76;4,81;0,821458088
"Repayment";19365;13317;1,76;2,49;1,030031633
"Repayment";117712;79782;1,72;2,45;0,178823645
"Savings";195320;78223;2,43;4,18;1,413647635
"Repayment";322681;75464;2,18;3,54;0,892535035
"Savings";146032;82122;2,12;3,48;0,778640321
"Repayment";5214;79371;1,77;2,49;0,890862677
"Investment";197742;81149;2,24;3,73;1,219102278
"Savings";379040;387;2,28;3,94;0,414067063
"Repayment";201546;78223;2,59;4,59;0,710598329
"Savings";245866;78252;2,57;4,64;0,789576148
"Repayment";346975;76957;2,36;4,02;0,632252271
"Repayment";425620;7399;2,94;5,59;0,578476753
"Repayment";413944;79086;2,69;4,78;0,843354654
"Savings";257378;81290;2,86;5,27;0,918093765
"Savings";291350;78;3,28;6,02;0,539349745
"Repayment";322685;13700;2,18;3,54;1,433701016
"Repayment";347119;76957;2,36;4,02;0,393889708
"Repayment";77589;12780;2,76;4,81;1,171540646
"Repayment";67865;81293;1,69;2,38;0,23297553
"Repayment";52701;13641;2,67;4,55;0,610727129
"Repayment";257379;82231;2,86;5,27;0,986164071
"Savings";347128;78223;2,36;4,02;0,790729806
"Repayment";291354;81224;3,28;6,02;0,609577272
"Savings";73188;79529;1,63;2,28;1,538474235
"Savings";195345;79371;2,43;4,18;1,127156602
"Savings";197842;82768;2,24;3,73;1,761193011
"Repayment";280973;82642;2,08;3,44;0,740735093
"Savings";77605;78441;2,76;4,81;0,59179859
"Repayment";291363;78;3,28;6,03;0,384939314
"Repayment";128469;8563;2,36;3,98;1,223243768
"Investment";195361;85981;2,43;4,18;1,462180073
"Savings";347177;14629;2,36;4,02;0,409564677
"Savings";197846;78223;2,24;3,73;1,588166364
"Repayment";93299;13641;2,23;3,79;0,426035898
"Repayment";425684;78223;2,94;5,59;1,442109889
"Repayment";280998;76831;2,08;3,45;1,224459539
"Repayment";379049;2572;2,28;3,94;0,354882485
"Savings";257460;13641;2,86;5,27;0,339357966
"Repayment";414065;2496;2,69;4,78;0,913792693
"Savings";197990;14522;2,24;3,73;1,042980771
"Repayment";195377;79244;2,43;4,18;0,927545461
"Savings";14457;2456;1,45;1,85;1,100422436
"Repayment";124484;2456;1,87;2,9;1,17260372
"Repayment";347298;76957;2,36;4,02;0,855801006
"Savings";98394;79004;2,13;3,59;1,454808983
"Savings";77686;80421;2,76;4,81;0,626317171
"Repayment";291372;81224;3,28;6,03;0,944440918
"Savings";117793;83442;1,72;2,45;0,808268638
"Savings";414114;387;2,69;4,78;1,313971659
"Repayment";52765;78223;2,67;4,55;1,053562902
"Savings";73224;77825;1,63;2,28;1,254874424
"Repayment";93363;13641;2,23;3,79;0,117860486
"Repayment";12307;76957;2,09;3,17;0,516933295
"Repayment";379074;79884;2,28;3,94;0,415121911
"Repayment";425784;7399;2,94;5,59;0,645402172
"Savings";214828;78223;1,99;3,18;0,99473617
"Savings";234060;13699;2,3;4,02;0,794501551
"Savings";128842;13641;1,88;2,98;1,272607507
"Savings";8314;82227;1,62;2,2;0,943058724
"Repayment";167562;84773;1,76;2,6;0,56691891
"Savings";234069;13699;2,3;4,02;0,746002779
"Repayment";193780;81166;2,07;3,27;0,900034438
"Repayment";214829;76957;1,99;3,18;0,548997919
"Repayment";83724;75464;1,7;2,39;0,331980378
"Repayment";181332;76957;1,85;2,82;1,667364841
"Savings";71425;2572;2,05;3,45;0,727115845
"Savings";359023;510;2,36;4,1;1,295666765
"Savings";39900;14031;1,58;2,18;1,534418386
"Repayment";19520;11699;1,51;1,99;0,729748075
"Repayment";193844;79004;2,07;3,27;0,342206637
"Savings";234150;14025;2,3;4,02;0,359744897
"Repayment";214845;82231;1,99;3,18;0,19357032
"Savings";77976;76933;1,62;2,35;1,118517686
"Savings";71434;80455;2,05;3,45;0,502144138
"Savings";359024;7399;2,36;4,1;0,982430571
"Repayment";36704;81224;1,6;2,2;0,968837624
"Savings";19122;81452;1,63;2,33;1,607964963
"Savings";181432;2679;1,85;2,82;1,522436647
"Savings";37173;81679;1,64;2,33;1,344082231
"Repayment";71443;76831;2,05;3,45;1,144089189
"Repayment";234154;83482;2,3;4,02;0,523022358
"Repayment";28650;83476;1,53;2,08;1,032067662
"Repayment";159661;13699;1,96;3,01;1,632037016
"Repayment";234163;13641;2,3;4,02;0,78960901
"Repayment";28675;12602;1,53;2,08;1,005060304
"Savings";359049;82231;2,36;4,1;1,094773274
"Repayment";19584;81629;1,51;2;1,413948796
"Savings";181481;10845;1,85;2,82;1,635711463
"Repayment";193988;12622;2,07;3,27;0,864176768
"Investment";36705;81224;1,59;2,2;1,113073848
"Repayment";214861;78;1,99;3,18;1,130518657
"Savings";78097;81629;1,62;2,35;1,649908207
"Savings";159665;80421;1,96;3,01;1,105450557
"Repayment";165753;6901;1,73;2,54;0,503128561
"Repayment";128946;11699;1,88;2,98;1,492558296
"Repayment";83918;3659;1,7;2,4;0,683316904
"Savings";194132;79115;2,07;3,27;0,57294952
"Savings";159765;78;1,96;3,01;1,686292018
"Savings";39981;14659;1,58;2,18;1,291879432
"Repayment";165834;81001;1,73;2,54;1,252140774
"Savings";128982;9290;1,88;2,98;1,181433922
"Repayment";167598;393;1,76;2,6;1,169916094
"Repayment";28700;76831;1,54;2,08;1,197755906
"Repayment";234227;2496;2,3;4,02;0,571949864
"Repayment";359065;82122;2,36;4,1;1,066404106
"Repayment";214982;78;1,99;3,18;0,960601243
"Savings";71459;13641;2,05;3,45;1,394729757
"Savings";8363;82227;1,62;2,2;1,407113012
"Repayment";215007;78223;1,99;3,18;0,36774965
"Savings";359129;387;2,36;4,1;1,450695428
"Savings";71495;11699;2,05;3,45;1,018848743
"Repayment";165850;82642;1,73;2,54;0,39590573
"Savings";159774;75237;1,96;3,01;0,989700508
"Savings";36754;81224;1,59;2,2;1,650602609
"Savings";128983;7399;1,88;2,98;1,122835453
"Investment";78101;77014;1,62;2,35;1,027290127
"Savings";28844;80385;1,54;2,08;0,697559114
"Repayment";194232;79004;2,07;3,27;0,454168091
"Savings";234231;12602;2,3;4,02;0,721068097
"Savings";181482;8563;1,85;2,82;1,056885797
"Repayment";389907;79202;2,81;5,28;0,920571255
"Repayment";63028;10845;2,42;3,94;0,991696175
"Savings";389923;13317;2,81;5,28;0,944654043
"Savings";181663;393;2,6;4,69;0,559487793
"Repayment";147219;83554;2,06;3,35;0,686865153
"Savings";3264;83554;1,51;2;1,45514887
"Investment";50259;13008;2,18;3,69;0,919241103
"Repayment";201562;2459;2,59;4,59;0,345162478
"Repayment";324625;13689;3,66;7,48;0,291335366
"Savings";240817;76973;3,08;5,88;1,37573108
"Savings";154864;3793;2,32;3,81;0,827252204
"Repayment";536303;82379;2,81;5,29;0,826500427
"Savings";383272;14024;2,24;3,75;1,906402125
"Repayment";257464;11184;2,86;5,27;0,79166389
"Savings";80411;14448;1,77;2,65;1,336327275
"Investment";322686;75464;2,18;3,54;0,726586835
"Repayment";536328;14025;2,81;5,29;0,622538654
"Investment";85727;82642;1,81;2,79;1,098110508
"Repayment";187507;82768;1,77;2,64;1,320763136
"Repayment";154880;3793;2,32;3,81;0,153343543
"Repayment";390023;13317;2,81;5,28;1,043177759
"Savings";232034;1078;2,46;4,12;1,026316091
"Repayment";33933;6901;2;3,01;0,938404315
"Savings";280999;82642;2,08;3,44;1,1203589
"Repayment";187508;76957;1,77;2,64;1,02210526
"Savings";302660;3659;2,45;4,31;1,695682405
"Savings";232043;1078;2,46;4,12;1,473091198
"Repayment";468534;8563;2,54;4,69;0,6161408
"Savings";468550;81679;2,54;4,69;0,38543576
"Repayment";536344;13026;2,81;5,29;1,037081799
"Repayment";414166;80421;2,69;4,78;0,852994484
"Repayment";324626;13689;3,66;7,48;0,775012806
"Repayment";63093;77014;2,42;3,94;1,162952399
"Repayment";425833;7399;2,94;5,59;0,859250926
"Savings";281000;13026;2,07;3,44;0,637552566
"Repayment";86554;13699;2,06;3,38;0,734597386
"Investment";383308;12780;2,24;3,75;1,327890295
"Repayment";302664;84020;2,45;4,31;1,235675363
"Savings";302745;3659;2,45;4,31;1,199188494
"Repayment";86570;6901;2,06;3,38;1,390843822
"Repayment";468559;8563;2,54;4,69;0,502865652
"Investment";360527;7458;3;5,85;1,343735271
"Savings";13595;13699;1,53;2,13;1,226948135
"Savings";536408;76973;2,81;5,29;0,943361091
"Repayment";62968;84020;1,76;2,58;1,235038641
"Investment";17475;78935;1,59;2,13;1,362822662
"Repayment";341203;387;2,27;3,94;0,472662891
"Savings";256947;9290;2,71;4,94;1,160469957
"Savings";16007;3572;1,49;2,03;1,17671121
"Savings";29279;75464;2,52;4,18;1,012902471
"Repayment";468568;3793;2,54;4,69;0,338126718
"Repayment";182961;14234;2,07;3,39;0,950408004
"Investment";30521;83442;1,62;2,31;1,921893208
"Repayment";62972;82642;1,76;2,59;1,152872765
"Savings";187533;75464;1,77;2,64;0,729882963
"Repayment";536457;12519;2,81;5,29;0,773898882
"Savings";256983;14448;2,71;4,94;1,604178064
"Investment";18873;13700;1,62;2,23;1,584935098
"Repayment";536506;75506;2,81;5,29;0,653238213
"Investment";383344;12780;2,24;3,75;1,687142206
"Investment";284060;76973;1,97;3;0,995328294
"Savings";96051;79371;2,76;4,86;1,329671349
"Repayment";468569;2456;2,54;4,69;0,564050469
"Repayment";33949;79884;2;3,01;0,937973422
"Repayment";341267;7399;2,27;3,95;0,288703008
"Repayment";80420;76973;1,77;2,65;0,985468157
"Investment";17644;84773;1,91;2,93;1,762443626
"Savings";302770;82768;2,45;4,31;1,147523364
"Savings";187569;82768;1,77;2,64;1,226982252
"Repayment";78772;77826;1,72;2,48;0,672244605
"Investment";302939;9836;2,45;4,31;1,197223912
"Savings";27860;80085;1,56;2,09;1,491279074
"Repayment";147388;5933;2,06;3,35;1,051523666
"Repayment";13016;2496;1,54;2,06;0,903148427
"Savings";62997;2496;1,76;2,59;0,885409854
"Savings";187594;78920;1,77;2,64;0,546893155
"Savings";38314;783;1,78;2,6;1,361982485
"Repayment";536706;14522;2,81;5,29;0,981071318
"Repayment";78968;81166;1,72;2,48;0,845206646
"Investment";360543;842;3;5,85;1,20241409
"Repayment";187603;14522;1,77;2,64;0,664683397
"Repayment";34086;9836;2;3,02;0,668175995
"Repayment";3385;81641;1,51;2;1,040571306
"Repayment";223721;80421;1,96;3,04;0,740877886
"Savings";26572;82621;1,53;2,05;0,876035354
"Repayment";63013;80421;1,76;2,59;1,129548264
"Savings";3195;7399;1,58;2,04;0,792468629
"Repayment";96195;75237;2,76;4,86;1,340847705
"Repayment";223730;80421;1,96;3,04;0,448928017
"Repayment";38330;82231;1,78;2,6;0,741402565
"Investment";284113;7399;1,97;3;1,829814884
"Repayment";303003;14234;2,45;4,31;1,01835464
"Repayment";536731;14522;2,81;5,29;0,788652526
"Repayment";2537;13700;1,47;1,99;1,077658302
"Savings";29288;83746;2,53;4,18;1,526260013
"Repayment";218314;79559;2,39;4,12;1,355917216
"Savings";94723;82823;1,62;2,23;1,843811701
"Repayment";279031;76037;2,43;4,17;0,651252986
"Repayment";9684;14447;1,51;2,04;0,759368407
"Repayment";15104;78932;1,82;2,57;0,410388407
"Repayment";35088;78593;1,66;2,43;0,222113932
"Repayment";46400;78173;2,6;4,46;0,230476826
"Repayment";293186;76035;2,28;3,87;1,136223172
"Repayment";118799;79663;1,82;2,7;1,062396067
"Investment";152013;78571;2,21;3,78;1,432862164
"Investment";59630;7891;2,19;3,45;1,07597319
"Savings";90393;79559;1,74;2,54;0,547535847
"Savings";147603;77261;1,78;2,62;1,210447263
"Savings";190624;9482;2,1;3,46;1,408874144
"Savings";295735;8553;2,06;3,45;1,292571792
"Repayment";115640;13919;2,71;4,93;0,810849487
"Savings";2355;83293;1,22;1,5;1,326771345
"Savings";673;6841;1,01;1,24;1,168926931
"Savings";101476;81375;1,82;2,67;1,170343218
"Repayment";60749;86010;1,7;2,51;1,061865391
"Repayment";90409;78520;1,74;2,54;0,972425327
"Repayment";53914;77261;1,72;2,45;0,339068915
"Savings";65294;13332;1,56;2,12;1,043522242
"Savings";5454;77369;1,5;1,95;0,719088292
"Repayment";76301;75880;1,69;2,39;0,692407993
"Repayment";14946;82033;1,83;2,67;0,677231823
"Investment";99001;76530;2,15;3,5;0,701412181
"Repayment";9305;82134;1,81;2,57;0,381004388
"Savings";233559;80502;2,24;3,62;1,508626042
"Investment";6467;78520;1,3;1,62;1,527439557
"Repayment";21468;75353;1,47;1,98;0,55249901
"Repayment";130541;79754;2,88;5,29;0,982889243
"Repayment";46625;80684;2,6;4,46;1,035839664
"Savings";74983;76136;2,52;4,4;0,999433544
"Repayment";295816;80684;2,06;3,45;1,25779421
"Savings";218315;9482;2,39;4,12;1,151686275
"Repayment";197701;6075;2,31;3,96;0,892445315
"Repayment";15129;13499;1,82;2,58;0,925891534
"Repayment";5068;83744;1,63;2,19;1,404264254
"Investment";233563;75930;2,24;3,62;1,452265154
"Investment";31861;83612;1,64;2,23;1,434910183
"Investment";2359;84424;1,17;1,44;0,954139038
"Savings";295841;81447;2,06;3,45;1,402217327
"Savings";177244;13499;2,15;3,54;0,821695697
"Savings";53978;77261;1,72;2,45;0,53730211
"Savings";197737;82490;2,31;3,96;1,254647045
"Investment";17794;13918;1,54;2,13;1,062456652
"Repayment";218436;78932;2,39;4,12;1,109288625
"Investment";74992;76136;2,52;4,4;0,996725232
"Savings";190745;77261;2,1;3,46;1,489145797
"Savings";15210;79631;1,82;2,58;0,957832325
